FID;uuid;identifier;createdBy;createdAt0;modifiedBy;modifiedA0;MoundID;Type;Source;Descripti0;LanduseAr0;LanduseOn0;Prominence;Latitude;Longitude;Northing;Easting;Accuracy;HandheldG0;Elevation;FacingDir0;Notes;Photo;HeightMax;DiameterM0;HeightMin;DiameterM1;OtherDime0;Diameter_1;OtherDim_1;ShapeNotes;Associate0;SurfaceMa0;SampleCol0;Chronolog0;Associate1;Condition;Principal0;OtherSour0;Archaeolo0;MostRecen0;MostRecen1;RTDescrip0;CommentsA0;CRMPhotos;FID_1;uuid_1;identifi_1;createdB_1;createdA_1;modified_1;modified_2;ID;FeatureAu0;FeatureTi0;Latitude_1;Longitud_1;Northing_1;Easting_1;Accuracy_1;FeatureTy0;MapSymbol;Source_1;Note;GC;DateCompl0;Descript_1;Classific0;OtherDesc0;Picture;Mound_ID;Precision;x_proj;y_proj
51;1000021505800000000.000000000000000;8188;Bara Weissova;2017-09-19 06:20:04.204 GMT;Bara Weissova;2017-09-19 06:20:45 GMT;8188;Burial Mound;Legacy verification; ;Annual agriculture;Other (explain in notes) (mix of agriculture, pasture, and bush);Valley Bottom or Plain;42.425875761400000;26.702495104200000;4697105.349999999600000;475526.311090777;3.0;88; ;West;top mixture of agriculture, pasture and bush. concrete pole on top and elevation marker;files/app/0545ce74-cc01-4c1f-9a9e-f808e8c6cef6_image-1505802260054.original.jpg;0;45; ;40; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture; ;4 - minimal;Agriculture;Last year; ; ; ;1329;1000061505995187530;204083;Briana Barton;2017-09-21 11:59:53.059 GMT;Briana Barton;2017-09-21 11:59:53 GMT;204083;Briana Barton;2017-09-21 14:59:45+03:00; ; ; ; ; ;Mound;Hairy brown circle;TopomapRU 1:50k; ;Y;21/09/2017; ; ; ; ;8188;top;26.7024994;42.4258995
52;1000021505800000000.000000000000000;8189;Bara Weissova;2017-09-19 06:26:50.088 GMT;Bara Weissova;2017-09-19 06:28:17 GMT;8189;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.425400489700003;26.702867881400000;4697052.469999999700000;475556.792310623;3.0;89; ;West; ;files/app/e5d14e8c-ebf4-4594-97a2-75892ab75c8f_image-1505802553621.original.jpg;0;35; ;30; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;5 - extinct or near extinct;Agriculture; ;4 - minimal;Agriculture;Last year; ; ; ;1330;1000061505995204494;204084;Briana Barton;2017-09-21 12:00:09.691 GMT;Briana Barton;2017-09-21 12:00:11 GMT;204084;Briana Barton;2017-09-21 15:00:03+03:00;42.4252473902709;26.7032488447079;4697035.36026028;475588.072410372; ;Mound;Hairy brown circle;TopomapRU 1:50k; ;Y;21/09/2017; ; ; ; ;8189;top;26.7028999;42.4253998
53;1000021505800000000.000000000000000;8190;Bara Weissova;2017-09-19 06:32:06.165 GMT;Bara Weissova;2017-09-19 06:34:03 GMT;8190;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.424940023100000;26.702586797900000;4697001.422000000300000;475533.490247538;3.0;90; ;West; ;files/app/63af1997-182d-4b3d-9994-5407946183eb_image-1505802933632.original.jpg;0;50; ;40; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;5 - extinct or near extinct;Agriculture; ;4 - minimal;Agriculture;Last year; ; ; ;1332;1000061505995225315;204085;Briana Barton;2017-09-21 12:00:30.566 GMT;Briana Barton;2017-09-21 12:01:10 GMT;204085;Briana Barton;2017-09-21 15:00:24+03:00;42.424751561988;26.7030130770433;4696980.37264876;475568.484688636; ;Mound;Hairy brown circle;TopomapRU 1:50k; ;Y;21/09/2017; ; ; ; ;8190;20;26.7026005;42.4249001
54;1000021505800000000.000000000000000;8191;Bara Weissova;2017-09-19 06:38:54.185 GMT;Bara Weissova;2017-09-19 06:38:54 GMT;8191;Burial Mound;Survey; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.424530545899998;26.702477972899999;4696955.985999999600000;475524.378547698;3.0;91; ;West; ;files/app/5a2b0558-ca38-4cb3-a59e-6f799ffa5fe0_image-1505803214888.original.jpg;0;40; ;35; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;5 - extinct or near extinct;Agriculture; ;4 - minimal;Agriculture;Last year; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;26.7024994;42.4244995
55;1000021505800000000.000000000000000;8192;Bara Weissova;2017-09-19 06:49:22.117 GMT;Bara Weissova;2017-09-19 06:49:22 GMT;8192;Surface Scatter;Survey;Surface scatter;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.425436530299997;26.702016104100000;4697056.717000000200000;475486.735880461;3.0;92; ;East; ;files/app/9471fef7-c27f-4ff4-a1e5-4280b53180db_image-1505804323521.original.jpg;0;0; ; ; ;0.000000000000000;0.000000000000000; ;Artefact scatter; ;No;Roman;files/app/9ee53b28-28b9-4628-bfb3-7aff8d9c9bee_image-1505804264796.original.jpg - files/app/bf815fab-c8ca-4995-8334-cfa600a7abfd_image-1505804248566.original.jpg;0 - No observation;Agriculture; ;No observation;Agriculture;Last week; ;large\spread out scatter of pottery in ploughed areas. possibly connected to large necropolis; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;26.7019997;42.4253998
56;1000021505810000000.000000000000000;8193;Bara Weissova;2017-09-19 07:38:02.288 GMT;Bara Weissova;2017-09-19 07:39:10 GMT;8193;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.407722449200001;26.695749043799999;4695091.625000000000000;474964.138554374;3.0;93; ;West; ;files/app/9103f2f3-2664-41ed-be5c-c63a161341fa_image-1505807034961.original.jpg;0;45; ;40; ;0.000000000000000;0.000000000000000; ;Artefact scatter;iron age;No; ;files/app/74835957-231a-4631-9c26-b73889f8d1aa_image-1505806811785.original.jpg - files/app/c4876886-a97a-4a8c-8920-68f1ff9985e0_image-1505806902492.original.jpg;5 - extinct or near extinct;Agriculture; ;4 - minimal;Agriculture;Last month; ; ; ;1530;1000061505999060428;204112;Briana Barton;2017-09-21 13:04:25.608 GMT;Briana Barton;2017-09-21 13:04:33 GMT;204112;Briana Barton;2017-09-21 16:04:19+03:00;42.40736604282;26.6960943142492;4695051.94885429;474992.408242368; ;Mound;Hairy brown circle;TopomapRU 1:50k;1;Y;21/09/2017; ; ; ; ;8193;top;26.6956997;42.4076996
57;1000021505810000000.000000000000000;8194;Bara Weissova;2017-09-19 07:58:00.464 GMT;Bara Weissova;2017-09-19 07:59:22 GMT;8194;Burial Mound;Legacy verification; ;Pasture (grassland);Pasture (grassland);Valley Bottom or Plain;42.395453359500003;26.694865957299999;4693729.565000000400000;474886.579689725;3.0;97; ;North; ;files/app/0d89bf85-008b-4d6d-b7ea-6a92656f7d55_image-1505808254117.original.jpg;0;25; ;12; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;5 - extinct or near extinct;Looting; ;4 - minimal;Looting;Unknown;"01,half circle,25,13,1.2,eastern half of mound destroyed by machine; 02,square,1,0.2,manual excavation; 03, irregular, 4,2,1,manual excavation; 04, square, 1,0.5, manual excavation"; ;files/app/0dc34113-d8b4-4cbb-8c81-eba82e2b0bf7_image-1505808106010.original.jpg - files/app/3f45640f-4f70-45c0-bcea-91adc93b4470_image-1505808140322.original.jpg;1615;1000061506001445527;204127;Briana Barton;2017-09-21 13:44:14.991 GMT;Briana Barton;2017-09-21 13:44:14 GMT;204127;Briana Barton;2017-09-21 16:44:03+03:00;42.395482347164;26.6950034022733;4693732.74303492;474897.903372266; ;Mound;Hairy brown circle;TopomapRU 1:50k;2;Y;21/09/2017; ; ; ; ;8194;top;26.6949005;42.3955002
58;1000021505810000000.000000000000000;8195;Bara Weissova;2017-09-19 08:07:08.859 GMT;Bara Weissova;2017-09-19 08:10:41 GMT;8195;Burial Mound;Survey;SE part of mound agricultured;Pasture (grassland);Pasture (grassland);Valley Bottom or Plain;42.396074722800002;26.695634007500001;4693798.332000000400000;474950.039631305;3.0;95; ;North; ;files/app/38ca9d36-2a54-4c2e-bef4-c633ad71d24c_image-1505808808358.original.jpg;2;35; ;25; ;0.000000000000000;0.000000000000000; ; ;stones from grave loose;No; ; ;3 - damaged;Looting; ;4 - minimal;Looting;Unknown;"01,irregular,4.5,2,1,manual excavation; 02,irregular,5,3,1, manual excavation"; ;files/app/2ada1233-06ba-4213-90b5-f17b12982d63_image-1505808587570.original.jpg - files/app/875ea7fe-72bb-4140-abeb-6967b2c0442c_image-1505808659946.original.jpg - files/app/87920b3b-bbf1-4687-85a6-953e389038d8_image-1505808726464.original.jpg;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;26.6956005;42.3960991
59;1000021505810000000.000000000000000;8196;Bara Weissova;2017-09-19 08:25:18.606 GMT;Bara Weissova;2017-09-19 08:26:47 GMT;8196;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.391707148099997;26.707938046399999;4693309.818000000000000;475961.021972065;3.0;96; ;West; ;files/app/ed34469e-1005-482c-92e8-27f4552d9cdb_image-1505809708456.original.jpg;0;55; ;50; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Agriculture; ;4 - minimal;Agriculture;Last month; ; ; ;1618;1000061506001489809;204128;Briana Barton;2017-09-21 13:44:57.260 GMT;Briana Barton;2017-09-21 13:44:57 GMT;204128;Briana Barton;2017-09-21 16:44:48+03:00; ; ; ; ; ;Mound;Hairy brown circle;TopomapRU 1:50k;1;Y;21/09/2017; ; ; ; ;8196;top;26.7078991;42.3917007
60;1000021505810000000.000000000000000;8197;Bara Weissova;2017-09-19 08:59:41.240 GMT;Bara Weissova;2017-09-19 09:01:03 GMT;8197;Burial Mound;Legacy verification; ;Perennial agriculture (e.g orchard or vineyard);Perennial agriculture (e.g orchard or vineyard);Valley Bottom or Plain;42.392847572299999;26.722058542199999;4693432.548999999600000;477123.663989639;3.0;97; ;West; ;files/app/fb208b7f-0569-41e6-aa8f-b5076630711c_image-1505811766530.original.jpg;0;40; ;30; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Agriculture; ;4 - minimal;Agriculture;Last year; ; ; ;1625;1000061506001550012;204131;Briana Barton;2017-09-21 13:45:55.306 GMT;Briana Barton;2017-09-21 13:46:09 GMT;204131;Briana Barton;2017-09-21 16:45:47+03:00;42.3928545310431;26.7224833846043;4693433.20732405;477158.633746614; ;Mound;Hairy brown circle;TopomapRU 1:50k;1;Y;21/09/2017; ; ; ; ;8197;top;26.7220993;42.3927994
61;1000021505810000000.000000000000000;8198;Bara Weissova;2017-09-19 09:25:02.542 GMT;Bara Weissova;2017-09-19 09:32:20 GMT;8198;Burial Mound;Legacy verification; ;Annual agriculture;Scrub;Valley Bottom or Plain;42.397345341899999;26.714070364000001;4693934.146999999900000;476467.866428011;3.0;98; ;West; ;files/app/2042185d-1dd3-4c52-b040-9da3e506f25a_image-1505813891171.original.jpg;7;55; ;55; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Looting; ;4 - minimal;Looting;Last year;01,rectangle,4,2,8, uneven surface soil from RT?; ;files/app/1775978b-c22d-4197-b648-d7e53f0150fd_image-1505813314158.original.jpg - files/app/ba9afbe1-a628-4caf-adc9-6fa4d95f6497_image-1505813673236.original.jpg;1621;1000061506001511188;204130;Briana Barton;2017-09-21 13:45:18.195 GMT;Briana Barton;2017-09-21 13:45:18 GMT;204130;Briana Barton;2017-09-21 16:45:10+03:00; ; ; ; ; ;Mound;Hairy brown circle;TopomapRU 1:50k;5;Y;21/09/2017; ; ; ; ;8198;top;26.7140999;42.3973007
62;1000021505810000000.000000000000000;8199;Bara Weissova;2017-09-19 09:42:43.054 GMT;Bara Weissova;2017-09-19 09:43:29 GMT;8199;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.397933906799999;26.713511770499998;4693999.655000000300000;476422.114238007;3.0;99; ;West; ;files/app/7bd1f794-65b7-4eff-9200-180df3bc0208_image-1505814339314.original.jpg;2;60; ;55; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Agriculture; ;4 - minimal;Agriculture;Last year; ; ; ;1620;1000061506001501807;204129;Briana Barton;2017-09-21 13:45:06.936 GMT;Briana Barton;2017-09-21 13:45:06 GMT;204129;Briana Barton;2017-09-21 16:45:00+03:00; ; ; ; ; ;Mound;Hairy brown circle;TopomapRU 1:50k;2;Y;21/09/2017; ; ; ; ;8199;top;26.7134991;42.3978996
63;1000021505890000000.000000000000000;8200;Bara Weissova;2017-09-20 06:11:22.155 GMT;Bara Weissova;2017-09-20 06:25:29 GMT;8200;Burial Mound;Legacy verification; ;Forest;Forest;Hilltop;42.274219331399998;26.582218651000002;4680307.702999999700000;465549.260162127;3.0;100; ;East; ;files/app/3c19ee6d-7781-4542-a330-df93823d79bb_image-1505888249269.original.jpg;0;10; ;10; ;0.000000000000000;0.000000000000000; ;Artefact scatter;fragment of a tile;No;Hellenistic;files/app/af3e8aba-2bfe-407d-ba18-ba1740cae067_image-1505888614158.original.jpg - files/app/ef55a8e0-bc3b-403a-bba8-2db57377f364_image-1505888624956.original.jpg;5 - extinct or near extinct;Looting; ;5- none or nearly none;Agriculture;Unknown;"01, circle,4,8,1, manual excavation of almost entire mound; 02, rectangle,5,2,0.4, off main site of mound";only U shape margin of the mound left after looting;files/app/014ef6a8-a3d1-4f4a-a7d5-a89743c217c7_image-1505888285793.original.jpg - files/app/c975a1ea-40ad-4bbe-99b3-5714349eaeb3_image-1505888443184.original.jpg;1347;1000021505995555461;204559;Isaac Roberts;2017-09-21 12:06:07.141 GMT;Isaac Roberts;2017-09-21 12:06:07 GMT;204559;Isaac Roberts;2017-09-21 15:05:54+03:00;42.2739936799418;26.5823341861742;4680282.6016328;465558.664486315; ;Mound;Hairy brown circle;TopomapRU 1:50k;3;Y;21/09/2017; ; ; ; ;8200;top;26.5821991;42.2742004
64;1000021505890000000.000000000000000;8201;Bara Weissova;2017-09-20 06:43:18.278 GMT;Bara Weissova;2017-09-20 06:50:59 GMT;8201;Burial Mound;Legacy verification; ;Forest;Forest; ;42.279975794800002;26.602318992499999;4680938.934999999600000;467209.744995038;3.0;101; ;North;overgrown, impossible to be pictured in a better way;files/app/127d47df-cf89-419b-8f25-6a2aaee3e2f0_image-1505890191028.original.jpg - files/app/fd0b490d-b85e-4a5a-a27d-e6848905a44d_image-1505890484610.original.jpg;8;45; ;45; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Looting; ;1 - full;Looting;Last year;01, rectangle,2.5,1.5,2.5, manual excavation; ; ;1452;1000021505997683122;204581;Isaac Roberts;2017-09-21 12:41:34.338 GMT;Isaac Roberts;2017-09-21 12:41:34 GMT;204581;Isaac Roberts;2017-09-21 15:41:20+03:00;42.2798992427187;26.6021635310182;4680930.49487545;467196.886899896; ;Mound;Hairy brown circle;TopomapRU 1:50k;7;Y;21/09/2017; ; ; ; ;8201;top;26.6023006;42.2799988
65;1000021505890000000.000000000000000;8202;Bara Weissova;2017-09-20 06:58:35.655 GMT;Bara Weissova;2017-09-20 07:01:26 GMT;8202;Burial Mound;Legacy verification; ;Forest;Scrub;Hilltop;42.280596261299998;26.601676655999999;4681008.076000000400000;467157.1041382;96.0;102; ;East;impossible to make better photo;files/app/2e434494-5bee-46a0-be45-1784192f441f_image-1505891218230.original.jpg;5;45; ;45; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Looting; ;2 - good;Unknown;Unknown;"01, rectangle,8,4,1, manual excavation; 02, rectangle,5,6,1, manual excavation; 03, square, 1.5,1, manual excavation"; ;files/app/46ecc343-10a4-4fc9-a4b4-7897223b5637_image-1505891062018.original.jpg - files/app/cde1752a-b6e5-4dee-a770-8d12c82a78a2_image-1505890896270.original.jpg;1449;1000021505997660558;204580;Isaac Roberts;2017-09-21 12:41:10.550 GMT;Isaac Roberts;2017-09-21 12:41:10 GMT;204580;Isaac Roberts;2017-09-21 15:40:58+03:00;42.2804591295042;26.6011622868172;4680993.04779357;467114.621557713; ;Mound;Hairy brown circle;TopomapRU 1:50k;3;Y;21/09/2017; ; ; ; ;8202;40;26.6016998;42.2806015
66;1000021505890000000.000000000000000;8203;Bara Weissova;2017-09-20 07:21:34.194 GMT;Bara Weissova;2017-09-20 07:23:11 GMT;8203;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.281289011900000;26.610049322100000;4681081.799999999800000;467847.807584761;3.0;103; ;Northwest; ;files/app/b0c713ce-95b2-4f40-a105-9a7f9f3b907e_image-1505892284980.original.jpg;0;50; ;45; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Agriculture; ;4 - minimal;Agriculture;Last month; ; ; ;1447;1000021505997641228;204579;Isaac Roberts;2017-09-21 12:40:52.276 GMT;Isaac Roberts;2017-09-21 12:40:52 GMT;204579;Isaac Roberts;2017-09-21 15:40:38+03:00;42.2812149032395;26.6098801131527;4681073.6352596;467833.818263332; ;Mound;Hairy brown circle;TopomapRU 1:50k;2;Y;21/09/2017; ; ; ; ;8203;top;26.6100998;42.2812996
